GD-155N,G    1.0000+00* JEF-2.2                                    6455 3102
                                                                   6455 3102
 6.41550+04 1.5359E+02          0         99          0          0 6455 3102
 3.0000E+02 8.5409E+06          0          0          1       1282 6455 3102
       1282          2                                             6455 3102
 1.0000E-05 0.0000E+00 1.0000E-05 9.9700E+05 1.0500E-04 9.9700E+05 6455 3102
 1.0500E-04 7.5478E+05 1.1000E-04 7.5478E+05 1.1000E-04 7.3827E+05 6455 3102
 1.1500E-04 7.3827E+05 1.1500E-04 7.2225E+05 1.2000E-04 7.2225E+05 6455 3102
 1.2000E-04 7.0396E+05 1.2750E-04 7.0396E+05 1.2750E-04 6.8351E+05 6455 3102
 1.3500E-04 6.8351E+05 1.3500E-04 6.6522E+05 1.4250E-04 6.6522E+05 6455 3102
 1.4250E-04 6.4783E+05 1.5000E-04 6.4783E+05 1.5000E-04 6.2942E+05 6455 3102
 1.6000E-04 6.2942E+05 1.6000E-04 6.1019E+05 1.7000E-04 6.1019E+05 6455 3102
 1.7000E-04 5.9257E+05 1.8000E-04 5.9257E+05 1.8000E-04 5.7649E+05 6455 3102
 1.9000E-04 5.7649E+05 1.9000E-04 5.6180E+05 2.0000E-04 5.6180E+05 6455 3102
 2.0000E-04 5.4797E+05 2.1000E-04 5.4797E+05 2.1000E-04 5.3549E+05 6455 3102
 2.2000E-04 5.3549E+05 2.2000E-04 5.2313E+05 2.3000E-04 5.2313E+05 6455 3102
 2.3000E-04 5.1205E+05 2.4000E-04 5.1205E+05 2.4000E-04 4.9889E+05 6455 3102
 2.5500E-04 4.9889E+05 2.5500E-04 4.8469E+05 2.7000E-04 4.8469E+05 6455 3102
 2.7000E-04 4.7371E+05 2.8000E-04 4.7371E+05 2.8000E-04 4.6135E+05 6455 3102
 3.0000E-04 4.6135E+05 3.0000E-04 4.4633E+05 3.2000E-04 4.4633E+05 6455 3102
 3.2000E-04 4.3271E+05 3.4000E-04 4.3271E+05 3.4000E-04 4.2031E+05 6455 3102
 3.6000E-04 4.2031E+05 3.6000E-04 4.0912E+05 3.8000E-04 4.0912E+05 6455 3102
 3.8000E-04 3.9843E+05 4.0000E-04 3.9843E+05 4.0000E-04 3.8758E+05 6455 3102
 4.2500E-04 3.8758E+05 4.2500E-04 3.7647E+05 4.5000E-04 3.7647E+05 6455 3102
 4.5000E-04 3.6621E+05 4.7500E-04 3.6621E+05 4.7500E-04 3.5685E+05 6455 3102
 5.0000E-04 3.5685E+05 5.0000E-04 3.4826E+05 5.2500E-04 3.4826E+05 6455 3102
 5.2500E-04 3.4027E+05 5.5000E-04 3.4027E+05 5.5000E-04 3.3266E+05 6455 3102
 5.7500E-04 3.3266E+05 5.7500E-04 3.2568E+05 6.0000E-04 3.2568E+05 6455 3102
 6.0000E-04 3.1839E+05 6.3000E-04 3.1839E+05 6.3000E-04 3.1102E+05 6455 3102
 6.6000E-04 3.1102E+05 6.6000E-04 3.0421E+05 6.9000E-04 3.0421E+05 6455 3102
 6.9000E-04 2.9775E+05 7.2000E-04 2.9775E+05 7.2000E-04 2.9093E+05 6455 3102
 7.6000E-04 2.9093E+05 7.6000E-04 2.8334E+05 8.0000E-04 2.8334E+05 6455 3102
 8.0000E-04 2.7659E+05 8.4000E-04 2.7659E+05 8.4000E-04 2.7021E+05 6455 3102
 8.8000E-04 2.7021E+05 8.8000E-04 2.6432E+05 9.2000E-04 2.6432E+05 6455 3102
 9.2000E-04 2.5871E+05 9.6000E-04 2.5871E+05 9.6000E-04 2.5350E+05 6455 3102
 1.0000E-03 2.5350E+05 1.0000E-03 2.4814E+05 1.0500E-03 2.4814E+05 6455 3102
 1.0500E-03 2.4244E+05 1.1000E-03 2.4244E+05 1.1000E-03 2.3717E+05 6455 3102
 1.1500E-03 2.3717E+05 1.1500E-03 2.3220E+05 1.2000E-03 2.3220E+05 6455 3102
 1.2000E-03 2.2648E+05 1.2750E-03 2.2648E+05 1.2750E-03 2.2011E+05 6455 3102
 1.3500E-03 2.2011E+05 1.3500E-03 2.1429E+05 1.4250E-03 2.1429E+05 6455 3102
 1.4250E-03 2.0906E+05 1.5000E-03 2.0906E+05 1.5000E-03 2.0318E+05 6455 3102
 1.6000E-03 2.0318E+05 1.6000E-03 1.9729E+05 1.7000E-03 1.9729E+05 6455 3102
 1.7000E-03 1.9179E+05 1.8000E-03 1.9179E+05 1.8000E-03 1.8680E+05 6455 3102
 1.9000E-03 1.8680E+05 1.9000E-03 1.8216E+05 2.0000E-03 1.8216E+05 6455 3102
 2.0000E-03 1.7799E+05 2.1000E-03 1.7799E+05 2.1000E-03 1.7400E+05 6455 3102
 2.2000E-03 1.7400E+05 2.2000E-03 1.7035E+05 2.3000E-03 1.7035E+05 6455 3102
 2.3000E-03 1.6687E+05 2.4000E-03 1.6687E+05 2.4000E-03 1.6291E+05 6455 3102
 2.5500E-03 1.6291E+05 2.5500E-03 1.5848E+05 2.7000E-03 1.5848E+05 6455 3102
 2.7000E-03 1.5508E+05 2.8000E-03 1.5508E+05 2.8000E-03 1.5141E+05 6455 3102
 3.0000E-03 1.5141E+05 3.0000E-03 1.4675E+05 3.2000E-03 1.4675E+05 6455 3102
 3.2000E-03 1.4267E+05 3.4000E-03 1.4267E+05 3.4000E-03 1.3886E+05 6455 3102
 3.6000E-03 1.3886E+05 3.6000E-03 1.3542E+05 3.8000E-03 1.3542E+05 6455 3102
 3.8000E-03 1.3222E+05 4.0000E-03 1.3222E+05 4.0000E-03 1.2901E+05 6455 3102
 4.2500E-03 1.2901E+05 4.2500E-03 1.2563E+05 4.5000E-03 1.2563E+05 6455 3102
 4.5000E-03 1.2260E+05 4.7500E-03 1.2260E+05 4.7500E-03 1.1978E+05 6455 3102
 5.0000E-03 1.1978E+05 5.0000E-03 1.1717E+05 5.2500E-03 1.1717E+05 6455 3102
 5.2500E-03 1.1479E+05 5.5000E-03 1.1479E+05 5.5000E-03 1.1256E+05 6455 3102
 5.7500E-03 1.1256E+05 5.7500E-03 1.1053E+05 6.0000E-03 1.1053E+05 6455 3102
 6.0000E-03 1.0834E+05 6.3000E-03 1.0834E+05 6.3000E-03 1.0625E+05 6455 3102
 6.6000E-03 1.0625E+05 6.6000E-03 1.0420E+05 6.9000E-03 1.0420E+05 6455 3102
 6.9000E-03 1.0229E+05 7.2000E-03 1.0229E+05 7.2000E-03 1.0028E+05 6455 3102
 7.6000E-03 1.0028E+05 7.6000E-03 9.8086E+04 8.0000E-03 9.8086E+04 6455 3102
 8.0000E-03 9.6155E+04 8.4000E-03 9.6155E+04 8.4000E-03 9.4245E+04 6455 3102
 8.8000E-03 9.4245E+04 8.8000E-03 9.2533E+04 9.2000E-03 9.2533E+04 6455 3102
 9.2000E-03 9.0903E+04 9.6000E-03 9.0903E+04 9.6000E-03 8.9399E+04 6455 3102
 1.0000E-02 8.9399E+04 1.0000E-02 8.7808E+04 1.0500E-02 8.7808E+04 6455 3102
 1.0500E-02 8.6160E+04 1.1000E-02 8.6160E+04 1.1000E-02 8.4653E+04 6455 3102
 1.1500E-02 8.4653E+04 1.1500E-02 8.3252E+04 1.2000E-02 8.3252E+04 6455 3102
 1.2000E-02 8.1537E+04 1.2750E-02 8.1537E+04 1.2750E-02 7.9739E+04 6455 3102
 1.3500E-02 7.9739E+04 1.3500E-02 7.8022E+04 1.4250E-02 7.8022E+04 6455 3102
 1.4250E-02 7.6434E+04 1.5000E-02 7.6434E+04 1.5000E-02 7.4715E+04 6455 3102
 1.6000E-02 7.4715E+04 1.6000E-02 7.2910E+04 1.7000E-02 7.2910E+04 6455 3102
 1.7000E-02 7.1213E+04 1.8000E-02 7.1213E+04 1.8000E-02 6.9647E+04 6455 3102
 1.9000E-02 6.9647E+04 1.9000E-02 6.8180E+04 2.0000E-02 6.8180E+04 6455 3102
 2.0000E-02 6.6786E+04 2.1000E-02 6.6786E+04 2.1000E-02 6.5426E+04 6455 3102
 2.2000E-02 6.5426E+04 2.2000E-02 6.4188E+04 2.3000E-02 6.4188E+04 6455 3102
 2.3000E-02 6.2958E+04 2.4000E-02 6.2958E+04 2.4000E-02 6.1420E+04 6455 3102
 2.5500E-02 6.1420E+04 2.5500E-02 5.9661E+04 2.7000E-02 5.9661E+04 6455 3102
 2.7000E-02 5.8272E+04 2.8000E-02 5.8272E+04 2.8000E-02 5.6642E+04 6455 3102
 3.0000E-02 5.6642E+04 3.0000E-02 5.4506E+04 3.2000E-02 5.4506E+04 6455 3102
 3.2000E-02 5.2430E+04 3.4000E-02 5.2430E+04 3.4000E-02 5.0404E+04 6455 3102
 3.6000E-02 5.0404E+04 3.6000E-02 4.8406E+04 3.8000E-02 4.8406E+04 6455 3102
 3.8000E-02 4.6457E+04 4.0000E-02 4.6457E+04 4.0000E-02 4.4304E+04 6455 3102
 4.2500E-02 4.4304E+04 4.2500E-02 4.1968E+04 4.5000E-02 4.1968E+04 6455 3102
 4.5000E-02 3.9700E+04 4.7500E-02 3.9700E+04 4.7500E-02 3.7508E+04 6455 3102
 5.0000E-02 3.7508E+04 5.0000E-02 3.5386E+04 5.2500E-02 3.5386E+04 6455 3102
 5.2500E-02 3.3350E+04 5.5000E-02 3.3350E+04 5.5000E-02 3.1406E+04 6455 3102
 5.7500E-02 3.1406E+04 5.7500E-02 2.9554E+04 6.0000E-02 2.9554E+04 6455 3102
 6.0000E-02 2.7622E+04 6.3000E-02 2.7622E+04 6.3000E-02 2.5642E+04 6455 3102
 6.6000E-02 2.5642E+04 6.6000E-02 2.3795E+04 6.9000E-02 2.3795E+04 6455 3102
 6.9000E-02 2.2079E+04 7.2000E-02 2.2079E+04 7.2000E-02 2.0248E+04 6455 3102
 7.6000E-02 2.0248E+04 7.6000E-02 1.8336E+04 8.0000E-02 1.8336E+04 6455 3102
 8.0000E-02 1.6612E+04 8.4000E-02 1.6612E+04 8.4000E-02 1.5074E+04 6455 3102
 8.8000E-02 1.5074E+04 8.8000E-02 1.3701E+04 9.2000E-02 1.3701E+04 6455 3102
 9.2000E-02 1.2474E+04 9.6000E-02 1.2474E+04 9.6000E-02 1.1377E+04 6455 3102
 1.0000E-01 1.1377E+04 1.0000E-01 1.0290E+04 1.0500E-01 1.0290E+04 6455 3102
 1.0500E-01 9.2245E+03 1.1000E-01 9.2245E+03 1.1000E-01 8.2932E+03 6455 3102
 1.1500E-01 8.2932E+03 1.1500E-01 7.4777E+03 1.2000E-01 7.4777E+03 6455 3102
 1.2000E-01 6.6109E+03 1.2750E-01 6.6109E+03 1.2750E-01 5.7219E+03 6455 3102
 1.3500E-01 5.7219E+03 1.3500E-01 4.9836E+03 1.4250E-01 4.9836E+03 6455 3102
 1.4250E-01 4.3670E+03 1.5000E-01 4.3670E+03 1.5000E-01 3.7798E+03 6455 3102
 1.6000E-01 3.7798E+03 1.6000E-01 3.2231E+03 1.7000E-01 3.2231E+03 6455 3102
 1.7000E-01 2.7721E+03 1.8000E-01 2.7721E+03 1.8000E-01 2.4034E+03 6455 3102
